cid,shop,品牌,标题,内容,评分,评级,标签,标签个数,日期
51afa4780cf2ee67898fff42,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-02 23:35:34,
51888b8c81856da1e622b69e,TMALL,可瑞康,,一直都吃的这个牌子。。。很好 可以,5,好评,品牌口碑,1,2013-05-02 23:43:37,
51888b8c81856da1e622b69d,TMALL,可瑞康,,都挺好的，第二次买了！\n,5,好评,其他,1,2013-05-02 23:48:00,
518873c581856da1e6227428,TMALL,可瑞康,,一直吃的这个奶粉，放心安心,5,好评,品牌口碑,1,2013-05-02 23:48:19,
51afa4780cf2ee67898fff41,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-02 23:57:43,
5188795b81856da1e622a260,TMALL,可瑞康,,物流超级不 给力，花了1个多星期，还不给送到家。以前没发生过这样的 事情，差点让小孩没奶粉了，下次果断用顺丰或者EMS了，这个物流态度也不太好，很郁闷,5,好评,品牌口碑,1,2013-05-03 00:08:28,
5188795b81856da1e622a25f,TMALL,可瑞康,,儿子一直吃，很好！,5,好评,品牌口碑,1,2013-05-03 00:16:06,
5188798f81856da1e622a4cb,TMALL,可瑞康,,宝贝没喝过奶粉 不怎么愿意喝,5,好评,其他,1,2013-05-03 01:01:59,
5188798d81856da1e622a4ca,TMALL,可瑞康,,宝宝一直在吃，也很喜欢吃，好品质，值得信赖！,5,好评,品牌口碑,1,2013-05-03 01:02:16,
51888b8c81856da1e622b69c,TMALL,可瑞康,,从2段换过来的 不知道为什么3段的粉质感粗很多，看上去没有2段那么干燥 感觉潮。？,5,好评,其他,1,2013-05-03 01:06:58,
5188798d81856da1e622a4c9,TMALL,可瑞康,,品质不好说，要过段时间看宝宝身体怎么样．但宝宝挺喜欢的，我还怕我家宝宝不喝呢，都很好．还会再来的．,5,好评,品牌口碑,1,2013-05-03 01:27:23,
51afc5f281856da1e6267b80,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 02:07:50,
51888b8c81856da1e622b69b,TMALL,可瑞康,,宝宝整个二段都吃这个品牌，是不是最好我不敢妄加评论。我只相信一点，那就是：宝宝非常健康、聪明。希望三段产品依旧。,5,好评,品牌口碑,1,2013-05-03 02:19:33,
51afc5f281856da1e6267b7f,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 05:18:47,
518873c581856da1e6227427,TMALL,可瑞康,,不错,5,好评,品牌口碑,1,2013-05-03 05:54:22,
518873c581856da1e6227426,TMALL,可瑞康,,买很多次了，很好,5,好评,品牌口碑,1,2013-05-03 06:43:17,
51888b8c81856da1e622b69a,TMALL,可瑞康,,宝宝很喜欢喝。,5,好评,其他,1,2013-05-03 07:02:38,
51afa4780cf2ee67898fff40,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 07:18:03,
51888b8c81856da1e622b699,TMALL,可瑞康,,不知道是不是正品,5,好评,品牌问题,1,2013-05-03 07:36:11,
5188795881856da1e622a25e,TMALL,可瑞康,,                            好！,5,好评,其他,1,2013-05-03 07:43:05,
5188795881856da1e622a25d,TMALL,可瑞康,,11111111111,5,好评,其他,1,2013-05-03 07:52:03,
518874fc81856da1e6227f01,TMALL,可瑞康,,一直都用这品牌，很不错，宝贝很喜欢 发货速度快,5,好评,物流/品牌口碑,2,2013-05-03 08:10:41,
51afa4780cf2ee67898fff3f,TMALL,可瑞康,,一直都用这品牌，很不错，宝贝很喜欢 发货速度快,5,好评,物流/品牌口碑,2,2013-05-03 08:10:41,
5188795881856da1e622a25c,TMALL,可瑞康,,很好,5,好评,品牌口碑,1,2013-05-03 08:11:32,
5188752c81856da1e62280dd,TMALL,可瑞康,,一如既往的好，发货快。,5,好评,物流/品牌口碑,2,2013-05-03 08:20:35,
5188795881856da1e622a25b,TMALL,可瑞康,,一直都在用,5,好评,品牌口碑,1,2013-05-03 08:22:49,
51afa4780cf2ee67898fff3e,TMALL,可瑞康,,还不错，就是不怎么新鲜,5,好评,品牌口碑,1,2013-05-03 08:23:30,
518874fc81856da1e6227f00,TMALL,可瑞康,,还不错，就是不怎么新鲜,5,好评,品牌口碑,1,2013-05-03 08:23:30,
5188798d81856da1e622a4c8,TMALL,可瑞康,,还不错，一直买！,5,好评,品牌口碑,1,2013-05-03 08:28:29,
51afc5f281856da1e6267b7e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 08:29:54,
51888b8c81856da1e622b698,TMALL,可瑞康,,发货挺及时的，宝贝是N次购买了,5,好评,其他,1,2013-05-03 08:31:15,
5188752c81856da1e62280dc,TMALL,可瑞康,,奶粉很好的，这是买了第二箱了，第二箱怎么和第一箱不一样？,5,好评,品牌口碑,1,2013-05-03 08:43:45,
51888b8c81856da1e622b697,TMALL,可瑞康,,好,4,好评,其他,1,2013-05-03 08:49:40,
518873c581856da1e6227425,TMALL,可瑞康,,买很多次了，很好,5,好评,品牌口碑,1,2013-05-03 08:49:52,
51888b8c81856da1e622b696,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 08:51:00,
51888b8c81856da1e622b695,TMALL,可瑞康,,还没吃 先给个好评 吃了在来追加 包装挺不错的 严实,5,好评,品牌口碑,1,2013-05-03 08:54:46,
51888b8881856da1e622b694,TMALL,可瑞康,,还可以，小孩子也挺愛喝,5,好评,其他,1,2013-05-03 08:55:24,
51a749c90cf24b73e459c6a7,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 08:55:43,
51a738e40cf2823ad0c7f262,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 08:55:44,
51a749c90cf24b73e459c6a6,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 08:55:44,
5188752981856da1e62280db,TMALL,可瑞康,,一直吃这个，宝宝长得好，大便好。,5,好评,品牌口碑,1,2013-05-03 09:00:09,
51afc5f281856da1e6267b7d,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 09:04:09,
5188747681856da1e6227a4f,TMALL,可瑞康,,很好,5,好评,品牌口碑,1,2013-05-03 09:06:11,
518874fc81856da1e6227eff,TMALL,可瑞康,,一直给孩子吃这款奶粉，很好吸收的，一直也比较安全，没见过什么负面新闻。还会光顾的。,5,好评,品牌口碑/品牌问题,2,2013-05-03 09:07:03,
51afa4780cf2ee67898fff3d,TMALL,可瑞康,,一直给孩子吃这款奶粉，很好吸收的，一直也比较安全，没见过什么负面新闻。还会光顾的。,5,好评,品牌口碑/品牌问题,2,2013-05-03 09:07:03,
518873bf81856da1e6227424,TMALL,可瑞康,,买了很多次了，现在中国老出现奶粉事件等等，希望卖家用良心做事。。。,5,好评,其他,1,2013-05-03 09:07:37,
51a738e40cf2823ad0c7f261,TMALL,可瑞康,,买了很多次了，现在中国老出现奶粉事件等等，希望卖家用良心做事。。。,5,好评,其他,1,2013-05-03 09:07:37,
51afa4780cf2ee67898fff3c,TMALL,可瑞康,,一如既往的支持与选购,5,好评,品牌口碑,1,2013-05-03 09:10:05,
518874fc81856da1e6227efe,TMALL,可瑞康,,一如既往的支持与选购,5,好评,品牌口碑,1,2013-05-03 09:10:05,
5188795881856da1e622a25a,TMALL,可瑞康,,还没有吃，看包装不错，物流不错，等吃后来补评,5,好评,品牌口碑,1,2013-05-03 09:11:32,
5188798d81856da1e622a4c7,TMALL,可瑞康,, 宝宝一直喝，不错应该是正品,5,好评,品牌口碑/品牌问题,2,2013-05-03 09:11:58,
51888b8881856da1e622b693,TMALL,可瑞康,,宝宝终于喝了,5,好评,其他,1,2013-05-03 09:20:58,
5188795881856da1e622a259,TMALL,可瑞康,,不错,5,好评,品牌口碑,1,2013-05-03 09:25:28,
5188795881856da1e622a258,TMALL,可瑞康,,好,5,好评,其他,1,2013-05-03 09:29:48,
51afa4780cf2ee67898fff3b,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 09:29:49,
51afa4780cf2ee67898fff3a,TMALL,可瑞康,,我宝宝一直吃你们家的奶粉，我也一直在关注奶粉方面的消息，至今未听到这个牌子的奶粉有什么问题，对你家奶粉还算放心的了。,5,好评,品牌口碑,1,2013-05-03 09:31:03,
518874fc81856da1e6227efd,TMALL,可瑞康,,我宝宝一直吃你们家的奶粉，我也一直在关注奶粉方面的消息，至今未听到这个牌子的奶粉有什么问题，对你家奶粉还算放心的了。,5,好评,品牌口碑,1,2013-05-03 09:31:03,
51888b8881856da1e622b692,TMALL,可瑞康,,与在新西兰买的味道不完全一样，但包装上没差别，不知是怎么回事，,5,好评,其他,1,2013-05-03 09:34:40,
51888b8881856da1e622b691,TMALL,可瑞康,,包装，快递都很给力,5,好评,品牌口碑,1,2013-05-03 09:37:36,
51afa4780cf2ee67898fff39,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 09:39:19,
51888b8881856da1e622b690,TMALL,可瑞康,,很好，买过很多次了！ 发货速度很快,5,好评,品牌口碑,1,2013-05-03 09:40:44,
5188795881856da1e622a257,TMALL,可瑞康,,一直都在吃,5,好评,品牌口碑,1,2013-05-03 09:41:22,
5188798d81856da1e622a4c6,TMALL,可瑞康,,宝贝一直喝这个牌子，原来都是托别人买的，太麻烦了，这是第2次在网上购买，质量还不错，以后就都在你们家买了，希望有优惠哦！！,5,好评,品牌口碑,1,2013-05-03 09:52:42,
5188798d81856da1e622a4c5,TMALL,可瑞康,,一直在用，很好！,5,好评,品牌口碑,1,2013-05-03 09:53:12,
5188747681856da1e6227a4e,TMALL,可瑞康,,很好！忘了确认了，自动付款的。想给宝宝吃段时间再来评价的！,5,好评,品牌口碑,1,2013-05-03 09:53:19,
51afa4780cf2ee67898fff38,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 09:58:45,
51afa4780cf2ee67898fff37,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:01:04,
5188798d81856da1e622a4c4,TMALL,可瑞康,,very good!,5,好评,其他,1,2013-05-03 10:06:11,
51afc70d0cf27b5bce2275c6,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:10:37,
51888b8881856da1e622b68f,TMALL,可瑞康,,宝宝还没吃，不知道怎么样,5,好评,其他,1,2013-05-03 10:16:03,
51a738e40cf2823ad0c7f260,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:17:17,
518873bf81856da1e6227423,TMALL,可瑞康,,嗯,5,好评,其他,1,2013-05-03 10:18:56,
51a738e40cf2823ad0c7f25f,TMALL,可瑞康,,嗯,5,好评,其他,1,2013-05-03 10:18:56,
518873bf81856da1e6227422,TMALL,可瑞康,,不 怎么 样，服务态度差 差差差 ，客服差死了，服务的不好 ，问了 好 几个 客服都 没有 人回复，下次再也不 来你们家了 ！差差差！没有 诚信的 店铺，要 不是 因为前段时间断货才 不 会来你 家买，之前直接从国外发过来的 ，收到 你们家的味道都 不 一样，客服还 不 耐烦的，爱理不理的 ！,3,中评,其他,1,2013-05-03 10:19:04,
51a738e40cf2823ad0c7f25e,TMALL,可瑞康,,不 怎么 样，服务态度差 差差差 ，客服差死了，服务的不好 ，问了 好 几个 客服都 没有 人回复，下次再也不 来你们家了 ！差差差！没有 诚信的 店铺，要 不是 因为前段时间断货才 不 会来你 家买，之前直接从国外发过来的 ，收到 你们家的味道都 不 一样，客服还 不 耐烦的，爱理不理的 ！,3,中评,其他,1,2013-05-03 10:19:04,
51afa4780cf2ee67898fff36,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:20:28,
51888b8881856da1e622b68e,TMALL,可瑞康,,很好。,5,好评,品牌口碑,1,2013-05-03 10:21:07,
5188747681856da1e6227a4d,TMALL,可瑞康,,宝贝一直喝,5,好评,品牌口碑,1,2013-05-03 10:22:44,
51888b8781856da1e622b68d,TMALL,可瑞康,,外面紙盒紙包裝都是中文，奶粉罐是英文，但貼了中文標簽，打開看奶粉有點潮濕的，寶貝喝這個奶奶沒有喝之前那個牌子多，可能剛開始喝有點不适應吧！服務態度很好！,5,好评,品牌口碑,1,2013-05-03 10:23:35,
51afa4780cf2ee67898fff35,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:23:56,
51a7436a81856da1e626381f,TMALL,可瑞康,,此用户没有填写评论!,4,好评,其他,1,2013-05-03 10:24:39,
5188795881856da1e622a256,TMALL,可瑞康,,发货速度很快，包装很严实，抗震抗摔啊！,5,好评,其他,1,2013-05-03 10:25:31,
51888b8781856da1e622b68c,TMALL,可瑞康,,买了无数回了\n,5,好评,其他,1,2013-05-03 10:30:51,
51afa4780cf2ee67898fff34,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:30:56,
518873bf81856da1e6227421,TMALL,可瑞康,,+1,5,好评,其他,1,2013-05-03 10:33:09,
51a738e40cf2823ad0c7f25d,TMALL,可瑞康,,+1,5,好评,其他,1,2013-05-03 10:33:09,
5188795881856da1e622a255,TMALL,可瑞康,,还没喝，准备给宝宝换这种奶粉的。包装和服务都彰显出专业性，如果宝宝喝过没有任何反映，会一直喝下去。,5,好评,品牌口碑,1,2013-05-03 10:38:20,
5188747681856da1e6227a4c,TMALL,可瑞康,,真的没办法判断是不是真品，宝宝喝了十几天 ，始终大便不好，每次大便都很硬，宝宝都用力到身体发抖，有时候还拉的出血，作为妈妈很心疼，联系客服也说不出个所以然，做孩子的产品，应该本着良心来做，这是第一次也是最后一次在你们店买东西。,3,中评,品牌问题,1,2013-05-03 10:38:45,
51888b8781856da1e622b68b,TMALL,可瑞康,,等待效果,5,好评,其他,1,2013-05-03 10:43:00,
51888b8781856da1e622b68a,TMALL,可瑞康,,换新包装了？以前贴的白纸，现在贴的蓝色纸，产品配方变了，貌似升级了，宝宝越来越爱喝了,5,好评,品牌口碑,1,2013-05-03 10:49:30,
51888b8781856da1e622b689,TMALL,可瑞康,,                          买5000块了，一点活动都没，一点优惠也不给，一个劲涨价，邮费都不包。涨价行，服务跟进下撒，至少包邮撒。,5,好评,价格,1,2013-05-03 10:51:53,
5188795881856da1e622a254,TMALL,可瑞康,,好好好好好好好好,5,好评,其他,1,2013-05-03 10:58:19,
51afa4780cf2ee67898fff33,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 10:59:07,
51a738e40cf2823ad0c7f25c,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 11:01:45,
51888b8781856da1e622b688,TMALL,可瑞康,,外观和实体店的一样，只不过标签纸颜色不同\n和实体店比较，奶粉颜色偏黄，味道更淡。。。\n真不知道哪个才更好。。。,5,好评,其他,1,2013-05-03 11:04:23,
5188798d81856da1e622a4c3,TMALL,可瑞康,,一如既往的好！就是总错过促销期，O(&cap;_&cap;)O~,5,好评,品牌口碑,1,2013-05-03 11:06:53,
5188798d81856da1e622a4c2,TMALL,可瑞康,,五一放三天假，没去单位拿，所以确认晚了，抱歉,5,好评,其他,1,2013-05-03 11:10:11,
5188795881856da1e622a253,TMALL,可瑞康,,东西不错,5,好评,品牌口碑,1,2013-05-03 11:15:40,
5188795881856da1e622a252,TMALL,可瑞康,,好快啊，谢谢了！,5,好评,其他,1,2013-05-03 11:17:29,
5188798d81856da1e622a4c1,TMALL,可瑞康,,一如继往的好,5,好评,其他,1,2013-05-03 11:18:22,
518874fc81856da1e6227efc,TMALL,可瑞康,,还没吃，不知道会不会和直邮的口味一样，看着包装还不错，先给个好评吧。在非凡购物分销平台买的，还有返利，真是划算（www。feifangw。com）,5,好评,品牌口碑,1,2013-05-03 11:20:41,
51afa4780cf2ee67898fff32,TMALL,可瑞康,,还没吃，不知道会不会和直邮的口味一样，看着包装还不错，先给个好评吧。在非凡购物分销平台买的，还有返利，真是划算（www。feifangw。com）,5,好评,品牌口碑,1,2013-05-03 11:20:41,
5188795881856da1e622a251,TMALL,可瑞康,,一如既往地好,5,好评,品牌口碑,1,2013-05-03 11:24:28,
51a738e40cf2823ad0c7f25b,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 11:25:38,
51afa4780cf2ee67898fff31,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 11:26:30,
5188795881856da1e622a250,TMALL,可瑞康,,像转二段。不知道宝宝会不会喝，口味是否一样。。,4,好评,其他,1,2013-05-03 11:29:45,
51888b8781856da1e622b687,TMALL,可瑞康,,正品，就是稍贵了点,5,好评,品牌问题/价格,2,2013-05-03 11:30:43,
51888b8781856da1e622b686,TMALL,可瑞康,,看起来挺正规的,5,好评,其他,1,2013-05-03 11:35:11,
5188795881856da1e622a24f,TMALL,可瑞康,,不错，又买了一件,5,好评,品牌口碑,1,2013-05-03 11:46:07,
5188759d81856da1e6228815,TMALL,可瑞康,,不错，很快很好,5,好评,品牌口碑,1,2013-05-03 11:46:55,
5188759d81856da1e6228813,TMALL,可瑞康,,买过很多次 宝宝挺爱吃的也没发现什么问题 就是奶粉太不好溶解了。哎~~~,5,好评,其他,1,2013-05-03 11:51:54,
51afa4780cf2ee67898fff30,TMALL,可瑞康,,没有运输外包装，有点不给力！简单,5,好评,品牌口碑,1,2013-05-03 11:54:36,
5188741581856da1e6227738,TMALL,可瑞康,,没有运输外包装，有点不给力！简单,5,好评,品牌口碑,1,2013-05-03 11:54:36,
51a7436a81856da1e626381e,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:00:43,
5188741581856da1e6227737,TMALL,可瑞康,,好评,5,好评,品牌口碑,1,2013-05-03 12:07:15,
51afa4780cf2ee67898fff2f,TMALL,可瑞康,,好评,5,好评,品牌口碑,1,2013-05-03 12:07:15,
5188795881856da1e622a24e,TMALL,可瑞康,,好评，就是溶解感觉差一点啊，要很用力摇晃才行，这样泡泡会比较多，宝宝吃了容易溢奶哦,4,好评,品牌口碑/产品质量,2,2013-05-03 12:08:10,
5188795881856da1e622a24d,TMALL,可瑞康,,因为是换奶粉的，宝宝好像不太爱喝。东西很好！,5,好评,品牌口碑,1,2013-05-03 12:09:12,
51a749c90cf24b73e459c6a5,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:10:08,
51a749c90cf24b73e459c6a4,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:13:51,
5188795881856da1e622a24c,TMALL,可瑞康,,bu cuo,5,好评,其他,1,2013-05-03 12:17:19,
5188741581856da1e6227736,TMALL,可瑞康,,宝宝最近都点拉稀，不知道是不是奶粉的问题，小脸都瘦了,5,好评,其他,1,2013-05-03 12:19:08,
5188795881856da1e622a24b,TMALL,可瑞康,,第四次购买了，,5,好评,其他,1,2013-05-03 12:19:56,
5188798d81856da1e622a4c0,TMALL,可瑞康,,6个月了。。。,5,好评,其他,1,2013-05-03 12:21:47,
5188741581856da1e6227735,TMALL,可瑞康,,还没喝呢~,5,好评,其他,1,2013-05-03 12:22:26,
5188798d81856da1e622a4bf,TMALL,可瑞康,,一切   正常，好,5,好评,其他,1,2013-05-03 12:22:52,
51afc70d0cf27b5bce2275c5,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:35:05,
51888b8781856da1e622b685,TMALL,可瑞康,,不戳。。。幸亏发货快。。。要不然儿子又要闹了,5,好评,物流,1,2013-05-03 12:35:34,
51afa58e81856da1e6267abc,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:41:19,
5188795781856da1e622a24a,TMALL,可瑞康,,一直都是喝这个牌子的,5,好评,品牌口碑,1,2013-05-03 12:43:13,
5188798d81856da1e622a4be,TMALL,可瑞康,,第二次购买了,5,好评,其他,1,2013-05-03 12:43:44,
51888b8781856da1e622b684,TMALL,可瑞康,,宝贝一直很爱吃，介绍给邻居的宝宝，他们也都很爱吃~~要是有优惠活动就好了啊 发货很快，,5,好评,品牌口碑/价格,2,2013-05-03 12:46:34,
51afc70d0cf27b5bce2275c4,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 12:49:36,
5188795781856da1e622a249,TMALL,可瑞康,,这次买有些失望，平时都是3天都到了，这次进行了5天！而且还是五一假期间到的，原本想给宝贝带一桶出去呢，没想到没等到！哎！希望下次不会了！,5,好评,其他,1,2013-05-03 13:01:28,
51888b8781856da1e622b683,TMALL,可瑞康,,宝宝一直在喝 很好,5,好评,品牌口碑,1,2013-05-03 13:02:30,
5188798d81856da1e622a4bd,TMALL,可瑞康,,买了好几次，这次买了两罐，有一罐罐体变型严重。。但外包装纸盒是完好的。如果是运输造成的那就是隔山打牛了。。可能卖家觉得只是罐体变型，里面的奶粉不受影响。,3,中评,其他,1,2013-05-03 13:08:52,
5188752881856da1e62280da,TMALL,可瑞康,,货到了，等吃了再追加评价！！,5,好评,其他,1,2013-05-03 13:13:34,
51afc70d0cf27b5bce2275c3,TMALL,可瑞康,,货到了，等吃了再追加评价！！,5,好评,其他,1,2013-05-03 13:13:34,
51888b8781856da1e622b682,TMALL,可瑞康,,换了奶粉，之前喝了一桶，感觉还可以，我也尝了下，挺好喝的，嘿嘿,5,好评,其他,1,2013-05-03 13:18:43,
5188798d81856da1e622a4bc,TMALL,可瑞康,,一直在他家买的，很好的！,5,好评,品牌口碑,1,2013-05-03 13:21:41,
5188741581856da1e6227734,TMALL,可瑞康,,客服很好，,5,好评,品牌口碑,1,2013-05-03 13:34:49,
5188759d81856da1e6228811,TMALL,可瑞康,,非常感谢！真的没有想到，卖家的发货速度这么快。我是五月一号当天买的，因为失误买的晚了，孩子就剩下大半桶奶粉了才购买。我和卖家联系了一下，希望能够早点发货，可是因为是五一假期，估计会有一些困难，可是今天五月三号上午就收到了速递公司的电话，说奶粉到了，在这里对卖家表示感谢，谢谢你们的高效服务。\n,5,好评,品牌问题,1,2013-05-03 13:35:10,
5188741581856da1e6227733,TMALL,可瑞康,,新配方的还没开始喝，不过我相信官方旗舰店的，肯定没错。,5,好评,品牌口碑,1,2013-05-03 13:35:39,
5188798d81856da1e622a4bb,TMALL,可瑞康,,挺好的。还是很不错的。,5,好评,品牌口碑,1,2013-05-03 13:42:47,
5188747481856da1e6227a4b,TMALL,可瑞康,,                            确认晚了，不好意思，一直支持，全五分。,5,好评,品牌口碑,1,2013-05-03 13:44:25,
51afa58e81856da1e6267abb,TMALL,可瑞康,,此用户没有填写评论!,4,好评,其他,1,2013-05-03 13:48:32,
51888b8781856da1e622b681,TMALL,可瑞康,,hao ,5,好评,其他,1,2013-05-03 13:50:56,
5188795781856da1e622a248,TMALL,可瑞康,,这次奶粉比上次的保质期朝前，泡沫也比较多，味道比上次的要重，不知道怎么回事！,3,中评,产品质量,1,2013-05-03 13:51:34,
5188798d81856da1e622a4ba,TMALL,可瑞康,,还没开始吃。以后再填写。,3,中评,其他,1,2013-05-03 13:53:33,
51888b8581856da1e622b680,TMALL,可瑞康,,怎么里面没有那份可瑞康的图纸，，以前1段2段都有.希望是正品.,5,好评,品牌问题,1,2013-05-03 13:56:50,
51afc70d0cf27b5bce2275c2,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 14:03:00,
51888b8581856da1e622b67f,TMALL,可瑞康,,东西不错，孩子喜欢,5,好评,品牌口碑,1,2013-05-03 14:06:56,
51888b8581856da1e622b67e,TMALL,可瑞康,,第一次给宝宝买这个牌子的奶粉，昨天给宝宝喝了，他很爱喝，我和老公都品尝了一下，味道纯正。外国进口的就是好。以后还会光顾哦！,5,好评,品牌口碑,1,2013-05-03 14:18:39,
5188747481856da1e6227a4a,TMALL,可瑞康,,一如既往 快递很快,5,好评,品牌口碑,1,2013-05-03 14:21:51,
5188795781856da1e622a247,TMALL,可瑞康,,第二次买了，希望以后买价位上可以优惠些，或者送些礼物也可以。,5,好评,其他,1,2013-05-03 14:23:27,
51888b8581856da1e622b67d,TMALL,可瑞康,,发货稍慢，催了之后客服来电话确认之后给发货了。之前吃的是英国牛栏，现在2岁半打算给转下吃吃这个。,3,中评,其他,1,2013-05-03 14:28:27,
5188741581856da1e6227732,TMALL,可瑞康,,一直在这里买的，包装得很好，送到完好无损,5,好评,品牌口碑,1,2013-05-03 14:31:07,
5188741481856da1e6227731,TMALL,可瑞康,,我们家原来吃的是喜宝，现在正在更换阶段，已经吃了两天，目前没发现有什么问题，也不像有些宝宝有诸多的不适应。,5,好评,其他,1,2013-05-03 14:34:10,
51888b8581856da1e622b67c,TMALL,可瑞康,,ok,5,好评,其他,1,2013-05-03 14:44:25,
51888b8581856da1e622b67b,TMALL,可瑞康,,好,5,好评,其他,1,2013-05-03 14:48:25,
5188798d81856da1e622a4b9,TMALL,可瑞康,,一直吃的，继续好评,5,好评,品牌口碑,1,2013-05-03 14:48:33,
5188798d81856da1e622a4b8,TMALL,可瑞康,,一直吃的，继续好评,5,好评,品牌口碑,1,2013-05-03 14:49:06,
5188798d81856da1e622a4b7,TMALL,可瑞康,,一如既往的好！,5,好评,品牌口碑,1,2013-05-03 14:51:40,
51afa58e81856da1e6267aba,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 14:52:06,
51888b8581856da1e622b67a,TMALL,可瑞康,,                            go?o?d,5,好评,其他,1,2013-05-03 14:53:44,
5188752881856da1e62280d9,TMALL,可瑞康,,昨天下午定的，今天一早就收到了，不错，已经买了第四箱了，日期也是今年1月的，宝宝吃了没上火。,5,好评,品牌口碑/产品口味,2,2013-05-03 14:53:57,
51afc70d0cf27b5bce2275c1,TMALL,可瑞康,,昨天下午定的，今天一早就收到了，不错，已经买了第四箱了，日期也是今年1月的，宝宝吃了没上火。,5,好评,品牌口碑/产品口味,2,2013-05-03 14:53:57,
5188741481856da1e6227730,TMALL,可瑞康,,好评！,5,好评,品牌口碑,1,2013-05-03 14:54:46,
5188795781856da1e622a246,TMALL,可瑞康,,不错,5,好评,品牌口碑,1,2013-05-03 14:54:49,
5188798b81856da1e622a4a2,TMALL,可瑞康,,一直吃的，继续好评,5,好评,品牌口碑,1,2013-05-03 15:05:40,
5188795781856da1e622a245,TMALL,可瑞康,,宝宝刚吃2天，之前是吃的康宝瑞，不知道是不是换了个牌子的原因，这2天宝宝拉肚子，希望是正品吧，不然真要到国外请朋友带了~,5,好评,产品质量/品牌问题,2,2013-05-03 15:06:13,
51a749c90cf24b73e459c6a3,TMALL,可瑞康,,挺好,5,好评,其他,1,2013-05-03 15:10:06,
51a749c90cf24b73e459c6a2,TMALL,可瑞康,,挺好,5,好评,其他,1,2013-05-03 15:10:35,
51a749c90cf24b73e459c6a1,TMALL,可瑞康,,挺好,5,好评,其他,1,2013-05-03 15:12:01,
51a749c90cf24b73e459c6a0,TMALL,可瑞康,,挺好,5,好评,其他,1,2013-05-03 15:12:20,
51888b8581856da1e622b679,TMALL,可瑞康,,本不错,5,好评,品牌口碑,1,2013-05-03 15:15:18,
51afc70d0cf27b5bce2275c0,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 15:19:47,
5188795781856da1e622a244,TMALL,可瑞康,,                            同学家用的。  自己还没用 期待好,5,好评,其他,1,2013-05-03 15:22:33,
51888b8581856da1e622b678,TMALL,可瑞康,,ok,5,好评,其他,1,2013-05-03 15:24:46,
51afc70d0cf27b5bce2275bf,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 15:24:56,
5188747481856da1e6227a49,TMALL,可瑞康,,第二次买了，不过这次的包装纸盒太脏了。,5,好评,其他,1,2013-05-03 15:26:58,
51afa58e81856da1e6267ab9,TMALL,可瑞康,,此用户没有填写评论!,5,好评,其他,1,2013-05-03 15:27:01,
